stock_name,period_end_date,type,category,sub_category,value
Bank BCA,2007-09-30,Assets,"Other Assets, Total",Other Assets,4779860
Bank BCA,2007-09-30,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2007-09-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",-2154824
Bank BCA,2007-09-30,Assets,Current Assets,Cash and Due from Banks,36180339
Bank BCA,2007-09-30,Assets,Current Assets,Other Earning Assets,170489353
Bank BCA,2007-09-30,Assets,Fixed Assets,"Other Long Term Assets, Total",379886
Bank BCA,2007-09-30,Assets,Non-Current Assets,Net Loans,67095840
Bank BCA,2007-09-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),8827
Bank BCA,2007-09-30,Equities,Retained Earnings,Retained Earnings,13450849
Bank BCA,2007-09-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3895933
Bank BCA,2007-09-30,Equities,"Other Equity, Total",Other Equity,3895933
Bank BCA,2007-09-30,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2007-09-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",1801972
Bank BCA,2007-09-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2007-09-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2007-09-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",339109
Bank BCA,2007-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,641956
Bank BCA,2007-09-30,Liabilities,Current Liabilities,Total Short Term Borrowings,465529
Bank BCA,2007-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,641956
Bank BCA,2007-09-30,Liabilities,Current Liabilities,Accrued Expenses,1468149
Bank BCA,2007-09-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2007-09-30,Liabilities,Current Liabilities,Total Deposits,172370126
Bank BCA,2007-06-30,Assets,"Other Assets, Total",Other Assets,4460440
Bank BCA,2007-06-30,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2007-06-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",-2069901
Bank BCA,2007-06-30,Assets,Current Assets,Cash and Due from Banks,31654721
Bank BCA,2007-06-30,Assets,Current Assets,Other Earning Assets,165134697
Bank BCA,2007-06-30,Assets,Fixed Assets,"Other Long Term Assets, Total",370739
Bank BCA,2007-06-30,Assets,Non-Current Assets,Net Loans,62166238
Bank BCA,2007-06-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),2720
Bank BCA,2007-06-30,Equities,Retained Earnings,Retained Earnings,12320568
Bank BCA,2007-06-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3895933
Bank BCA,2007-06-30,Equities,"Other Equity, Total",Other Equity,3895933
Bank BCA,2007-06-30,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2007-06-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",1329760
Bank BCA,2007-06-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2007-06-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2007-06-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",523494
Bank BCA,2007-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,585732
Bank BCA,2007-06-30,Liabilities,Current Liabilities,Total Short Term Borrowings,274489
Bank BCA,2007-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,585732
Bank BCA,2007-06-30,Liabilities,Current Liabilities,Accrued Expenses,1454690
Bank BCA,2007-06-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2007-06-30,Liabilities,Current Liabilities,Total Deposits,161309662
Bank BCA,2007-03-31,Assets,"Other Assets, Total",Other Assets,4300917
Bank BCA,2007-03-31,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2007-03-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",-1986728
Bank BCA,2007-03-31,Assets,Current Assets,Cash and Due from Banks,29148371
Bank BCA,2007-03-31,Assets,Current Assets,Other Earning Assets,172516951
Bank BCA,2007-03-31,Assets,Fixed Assets,"Other Long Term Assets, Total",347022
Bank BCA,2007-03-31,Assets,Non-Current Assets,Net Loans,55632656
Bank BCA,2007-03-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),27139
Bank BCA,2007-03-31,Equities,Retained Earnings,Retained Earnings,12618036
Bank BCA,2007-03-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3895933
Bank BCA,2007-03-31,Equities,"Other Equity, Total",Other Equity,3895933
Bank BCA,2007-03-31,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2007-03-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",1352985
Bank BCA,2007-03-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2007-03-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2007-03-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",367162
Bank BCA,2007-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,575359
Bank BCA,2007-03-31,Liabilities,Current Liabilities,Total Short Term Borrowings,124542
Bank BCA,2007-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,575359
Bank BCA,2007-03-31,Liabilities,Current Liabilities,Accrued Expenses,1464501
Bank BCA,2007-03-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2007-03-31,Liabilities,Current Liabilities,Total Deposits,155805971
Bank BCA,2006-12-31,Assets,"Other Assets, Total",Other Assets,3946742
Bank BCA,2006-12-31,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2006-12-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",2210500
Bank BCA,2006-12-31,Assets,Current Assets,Cash and Due from Banks,31476365
Bank BCA,2006-12-31,Assets,Current Assets,Other Earning Assets,156491719
Bank BCA,2006-12-31,Assets,Fixed Assets,"Other Long Term Assets, Total",354565
Bank BCA,2006-12-31,Assets,Non-Current Assets,Net Loans,59688265
Bank BCA,2006-12-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),12083
Bank BCA,2006-12-31,Equities,Retained Earnings,Retained Earnings,11556474
Bank BCA,2006-12-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3895933
Bank BCA,2006-12-31,Equities,"Other Equity, Total",Other Equity,3895933
Bank BCA,2006-12-31,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2006-12-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",1280515
Bank BCA,2006-12-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2006-12-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2006-12-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",418562
Bank BCA,2006-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,93434
Bank BCA,2006-12-31,Liabilities,Current Liabilities,Total Short Term Borrowings,701195
Bank BCA,2006-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,93434
Bank BCA,2006-12-31,Liabilities,Current Liabilities,Accrued Expenses,1021491
Bank BCA,2006-12-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2006-12-31,Liabilities,Current Liabilities,Total Deposits,155214787
Bank BCA,2006-09-30,Assets,"Other Assets, Total",Other Assets,3296080
Bank BCA,2006-09-30,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2006-09-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",-1850566
Bank BCA,2006-09-30,Assets,Current Assets,Cash and Due from Banks,29265858
Bank BCA,2006-09-30,Assets,Current Assets,Other Earning Assets,151324347
Bank BCA,2006-09-30,Assets,Fixed Assets,"Other Long Term Assets, Total",356034
Bank BCA,2006-09-30,Assets,Non-Current Assets,Net Loans,52043091
Bank BCA,2006-09-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),-389
Bank BCA,2006-09-30,Equities,Retained Earnings,Retained Earnings,11110817
Bank BCA,2006-09-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3895354
Bank BCA,2006-09-30,Equities,"Other Equity, Total",Other Equity,3895354
Bank BCA,2006-09-30,Equities,"Common Stock, Total",Common Stock,1540859
Bank BCA,2006-09-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",1763632
Bank BCA,2006-09-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2006-09-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2006-09-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",429430
Bank BCA,2006-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,94282
Bank BCA,2006-09-30,Liabilities,Current Liabilities,Total Short Term Borrowings,571618
Bank BCA,2006-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,94282
Bank BCA,2006-09-30,Liabilities,Current Liabilities,Accrued Expenses,1207800
Bank BCA,2006-09-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2006-09-30,Liabilities,Current Liabilities,Total Deposits,142048252
Bank BCA,2006-06-30,Assets,"Other Assets, Total",Other Assets,3222781
Bank BCA,2006-06-30,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2006-06-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",-1789071
Bank BCA,2006-06-30,Assets,Current Assets,Cash and Due from Banks,33405598
Bank BCA,2006-06-30,Assets,Current Assets,Other Earning Assets,132526939
Bank BCA,2006-06-30,Assets,Fixed Assets,"Other Long Term Assets, Total",352918
Bank BCA,2006-06-30,Assets,Non-Current Assets,Net Loans,51362430
Bank BCA,2006-06-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),-14953
Bank BCA,2006-06-30,Equities,Retained Earnings,Retained Earnings,10031778
Bank BCA,2006-06-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3895354
Bank BCA,2006-06-30,Equities,"Other Equity, Total",Other Equity,3895354
Bank BCA,2006-06-30,Equities,"Common Stock, Total",Common Stock,1540859
Bank BCA,2006-06-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",1767384
Bank BCA,2006-06-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2006-06-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2006-06-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",637573
Bank BCA,2006-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,309823
Bank BCA,2006-06-30,Liabilities,Current Liabilities,Total Short Term Borrowings,545804
Bank BCA,2006-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,309823
Bank BCA,2006-06-30,Liabilities,Current Liabilities,Accrued Expenses,1106944
Bank BCA,2006-06-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2006-06-30,Liabilities,Current Liabilities,Total Deposits,136619062
Bank BCA,2006-03-31,Assets,"Other Assets, Total",Other Assets,3075567
Bank BCA,2006-03-31,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2006-03-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",-1748912
Bank BCA,2006-03-31,Assets,Current Assets,Cash and Due from Banks,34349623
Bank BCA,2006-03-31,Assets,Current Assets,Other Earning Assets,118780216
Bank BCA,2006-03-31,Assets,Fixed Assets,"Other Long Term Assets, Total",319567
Bank BCA,2006-03-31,Assets,Non-Current Assets,Net Loans,50622414
Bank BCA,2006-03-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),-9232
Bank BCA,2006-03-31,Equities,Retained Earnings,Retained Earnings,10123738
Bank BCA,2006-03-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3889441
Bank BCA,2006-03-31,Equities,"Other Equity, Total",Other Equity,3889441
Bank BCA,2006-03-31,Equities,"Common Stock, Total",Common Stock,1539888
Bank BCA,2006-03-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",1182548
Bank BCA,2006-03-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2006-03-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2006-03-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",369684
Bank BCA,2006-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,304140
Bank BCA,2006-03-31,Liabilities,Current Liabilities,Total Short Term Borrowings,512856
Bank BCA,2006-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,304140
Bank BCA,2006-03-31,Liabilities,Current Liabilities,Accrued Expenses,1241388
Bank BCA,2006-03-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2006-03-31,Liabilities,Current Liabilities,Total Deposits,130065977
Bank BCA,2005-12-31,Assets,"Other Assets, Total",Other Assets,3032010
Bank BCA,2005-12-31,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2005-12-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",-1656305
Bank BCA,2005-12-31,Assets,Current Assets,Cash and Due from Banks,33857122
Bank BCA,2005-12-31,Assets,Current Assets,Other Earning Assets,113236954
Bank BCA,2005-12-31,Assets,Fixed Assets,"Other Long Term Assets, Total",262110
Bank BCA,2005-12-31,Assets,Non-Current Assets,Net Loans,52781820
Bank BCA,2005-12-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),-14286
Bank BCA,2005-12-31,Equities,Retained Earnings,Retained Earnings,9143121
Bank BCA,2005-12-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3889441
Bank BCA,2005-12-31,Equities,"Other Equity, Total",Other Equity,3889441
Bank BCA,2005-12-31,Equities,"Common Stock, Total",Common Stock,1539888
Bank BCA,2005-12-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",1435546
Bank BCA,2005-12-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2005-12-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2005-12-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",286074
Bank BCA,2005-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,763993
Bank BCA,2005-12-31,Liabilities,Current Liabilities,Total Short Term Borrowings,525316
Bank BCA,2005-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,763993
Bank BCA,2005-12-31,Liabilities,Current Liabilities,Accrued Expenses,883571
Bank BCA,2005-12-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2005-12-31,Liabilities,Current Liabilities,Total Deposits,130437830
Bank BCA,2005-09-30,Assets,"Other Assets, Total",Other Assets,2439626
Bank BCA,2005-09-30,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2005-09-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",-1593747
Bank BCA,2005-09-30,Assets,Current Assets,Cash and Due from Banks,32453180
Bank BCA,2005-09-30,Assets,Current Assets,Other Earning Assets,117374934
Bank BCA,2005-09-30,Assets,Fixed Assets,"Other Long Term Assets, Total",300377
Bank BCA,2005-09-30,Assets,Non-Current Assets,Net Loans,49698824
Bank BCA,2005-09-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),-86372
Bank BCA,2005-09-30,Equities,Retained Earnings,Retained Earnings,8788315
Bank BCA,2005-09-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3888330
Bank BCA,2005-09-30,Equities,"Other Equity, Total",Other Equity,3888330
Bank BCA,2005-09-30,Equities,"Common Stock, Total",Common Stock,1539705
Bank BCA,2005-09-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",1606634
Bank BCA,2005-09-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2005-09-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2005-09-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",251462
Bank BCA,2005-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,945961
Bank BCA,2005-09-30,Liabilities,Current Liabilities,Total Short Term Borrowings,589390
Bank BCA,2005-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,945961
Bank BCA,2005-09-30,Liabilities,Current Liabilities,Accrued Expenses,1074068
Bank BCA,2005-09-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2005-09-30,Liabilities,Current Liabilities,Total Deposits,128644834
Bank BCA,2005-06-30,Assets,"Other Assets, Total",Other Assets,2517789
Bank BCA,2005-06-30,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2005-06-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",-1532676
Bank BCA,2005-06-30,Assets,Current Assets,Cash and Due from Banks,19877759
Bank BCA,2005-06-30,Assets,Current Assets,Other Earning Assets,154786837
Bank BCA,2005-06-30,Assets,Fixed Assets,"Other Long Term Assets, Total",272724
Bank BCA,2005-06-30,Assets,Non-Current Assets,Net Loans,42511491
Bank BCA,2005-06-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),1516
Bank BCA,2005-06-30,Equities,Retained Earnings,Retained Earnings,8942846
Bank BCA,2005-06-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3878288
Bank BCA,2005-06-30,Equities,"Other Equity, Total",Other Equity,3878288
Bank BCA,2005-06-30,Equities,"Common Stock, Total",Common Stock,1538056
Bank BCA,2005-06-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",1300443
Bank BCA,2005-06-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2005-06-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2005-06-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",199610
Bank BCA,2005-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,546889
Bank BCA,2005-06-30,Liabilities,Current Liabilities,Total Short Term Borrowings,515534
Bank BCA,2005-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,546889
Bank BCA,2005-06-30,Liabilities,Current Liabilities,Accrued Expenses,883157
Bank BCA,2005-06-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2005-06-30,Liabilities,Current Liabilities,Total Deposits,129632817
Bank BCA,2005-03-31,Assets,"Other Assets, Total",Other Assets,3194308
Bank BCA,2005-03-31,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2005-03-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",-1496741
Bank BCA,2005-03-31,Assets,Current Assets,Cash and Due from Banks,32838404
Bank BCA,2005-03-31,Assets,Current Assets,Other Earning Assets,134999710
Bank BCA,2005-03-31,Assets,Fixed Assets,"Other Long Term Assets, Total",312549
Bank BCA,2005-03-31,Assets,Non-Current Assets,Net Loans,40463751
Bank BCA,2005-03-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),18832
Bank BCA,2005-03-31,Equities,Retained Earnings,Retained Earnings,8023897
Bank BCA,2005-03-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3877347
Bank BCA,2005-03-31,Equities,"Other Equity, Total",Other Equity,3877347
Bank BCA,2005-03-31,Equities,"Common Stock, Total",Common Stock,1537902
Bank BCA,2005-03-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",1238501
Bank BCA,2005-03-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2005-03-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2005-03-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",417457
Bank BCA,2005-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,668373
Bank BCA,2005-03-31,Liabilities,Current Liabilities,Total Short Term Borrowings,450911
Bank BCA,2005-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,668373
Bank BCA,2005-03-31,Liabilities,Current Liabilities,Accrued Expenses,950118
Bank BCA,2005-03-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2005-03-31,Liabilities,Current Liabilities,Total Deposits,129598354
Bank BCA,2004-12-31,Assets,"Other Assets, Total",Other Assets,2845427
Bank BCA,2004-12-31,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2004-12-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",-1442188
Bank BCA,2004-12-31,Assets,Current Assets,Cash and Due from Banks,16524334
Bank BCA,2004-12-31,Assets,Current Assets,Other Earning Assets,174747353
Bank BCA,2004-12-31,Assets,Fixed Assets,"Other Long Term Assets, Total",299238
Bank BCA,2004-12-31,Assets,Non-Current Assets,Net Loans,39280369
Bank BCA,2004-12-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),45934
Bank BCA,2004-12-31,Equities,Retained Earnings,Retained Earnings,7187069
Bank BCA,2004-12-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3877347
Bank BCA,2004-12-31,Equities,"Other Equity, Total",Other Equity,3877347
Bank BCA,2004-12-31,Equities,"Common Stock, Total",Common Stock,1537902
Bank BCA,2004-12-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",891762
Bank BCA,2004-12-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2004-12-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2004-12-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",197410
Bank BCA,2004-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,464559
Bank BCA,2004-12-31,Liabilities,Current Liabilities,Total Short Term Borrowings,484127
Bank BCA,2004-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,464559
Bank BCA,2004-12-31,Liabilities,Current Liabilities,Accrued Expenses,646977
Bank BCA,2004-12-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2004-12-31,Liabilities,Current Liabilities,Total Deposits,132557616
Bank BCA,2004-09-30,Assets,"Other Assets, Total",Other Assets,2905542
Bank BCA,2004-09-30,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2004-09-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",-1380018
Bank BCA,2004-09-30,Assets,Current Assets,Cash and Due from Banks,26451308
Bank BCA,2004-09-30,Assets,Current Assets,Other Earning Assets,153827007
Bank BCA,2004-09-30,Assets,Fixed Assets,"Other Long Term Assets, Total",306257
Bank BCA,2004-09-30,Assets,Non-Current Assets,Net Loans,34924293
Bank BCA,2004-09-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),51493
Bank BCA,2004-09-30,Equities,Retained Earnings,Retained Earnings,6946195
Bank BCA,2004-09-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3867600
Bank BCA,2004-09-30,Equities,"Other Equity, Total",Other Equity,3867600
Bank BCA,2004-09-30,Equities,"Common Stock, Total",Common Stock,1536301
Bank BCA,2004-09-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",849733
Bank BCA,2004-09-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2004-09-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2004-09-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",324279
Bank BCA,2004-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,404739
Bank BCA,2004-09-30,Liabilities,Current Liabilities,Total Short Term Borrowings,523679
Bank BCA,2004-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,404739
Bank BCA,2004-09-30,Liabilities,Current Liabilities,Accrued Expenses,803767
Bank BCA,2004-09-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2004-09-30,Liabilities,Current Liabilities,Total Deposits,127209855
Bank BCA,2004-06-30,Assets,"Other Assets, Total",Other Assets,2936325
Bank BCA,2004-06-30,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2004-06-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",-1317240
Bank BCA,2004-06-30,Assets,Current Assets,Cash and Due from Banks,16172567
Bank BCA,2004-06-30,Assets,Current Assets,Other Earning Assets,174249021
Bank BCA,2004-06-30,Assets,Fixed Assets,"Other Long Term Assets, Total",284570
Bank BCA,2004-06-30,Assets,Non-Current Assets,Net Loans,32496641
Bank BCA,2004-06-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),-60235
Bank BCA,2004-06-30,Equities,Retained Earnings,Retained Earnings,7520453
Bank BCA,2004-06-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3856897
Bank BCA,2004-06-30,Equities,"Other Equity, Total",Other Equity,3856897
Bank BCA,2004-06-30,Equities,"Common Stock, Total",Common Stock,1534544
Bank BCA,2004-06-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",860903
Bank BCA,2004-06-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2004-06-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2004-06-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",359159
Bank BCA,2004-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,340949
Bank BCA,2004-06-30,Liabilities,Current Liabilities,Total Short Term Borrowings,373420
Bank BCA,2004-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,340949
Bank BCA,2004-06-30,Liabilities,Current Liabilities,Accrued Expenses,799420
Bank BCA,2004-06-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2004-06-30,Liabilities,Current Liabilities,Total Deposits,124452764
Bank BCA,2004-03-31,Assets,"Other Assets, Total",Other Assets,2777569
Bank BCA,2004-03-31,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2004-03-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",-1253265
Bank BCA,2004-03-31,Assets,Current Assets,Cash and Due from Banks,11869935
Bank BCA,2004-03-31,Assets,Current Assets,Other Earning Assets,180119185
Bank BCA,2004-03-31,Assets,Fixed Assets,"Other Long Term Assets, Total",277396
Bank BCA,2004-03-31,Assets,Non-Current Assets,Net Loans,28740988
Bank BCA,2004-03-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),23481
Bank BCA,2004-03-31,Equities,Retained Earnings,Retained Earnings,6787406
Bank BCA,2004-03-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,3846181
Bank BCA,2004-03-31,Equities,"Other Equity, Total",Other Equity,3846181
Bank BCA,2004-03-31,Equities,"Common Stock, Total",Common Stock,1532784
Bank BCA,2004-03-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",722123
Bank BCA,2004-03-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2004-03-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,0
Bank BCA,2004-03-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",246886
Bank BCA,2004-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,275307
Bank BCA,2004-03-31,Liabilities,Current Liabilities,Total Short Term Borrowings,302896
Bank BCA,2004-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,275307
Bank BCA,2004-03-31,Liabilities,Current Liabilities,Accrued Expenses,710599
Bank BCA,2004-03-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2004-03-31,Liabilities,Current Liabilities,Total Deposits,120283974
Bank BCA,2003-12-31,Assets,"Other Assets, Total",Other Assets,2120979
Bank BCA,2003-12-31,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2003-12-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",-1193323
Bank BCA,2003-12-31,Assets,Current Assets,Cash and Due from Banks,14639726
Bank BCA,2003-12-31,Assets,Current Assets,Other Earning Assets,170870419
