stock_name,period_end_date,type,category,sub_category,value
Bank BCA,2019-03-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",19327705
Bank BCA,2019-03-31,Assets,Current Assets,Cash and Due from Banks,100475652
Bank BCA,2019-03-31,Assets,Current Assets,Other Earning Assets,222379497
Bank BCA,2019-03-31,Assets,Fixed Assets,"Other Long Term Assets, Total",2795604
Bank BCA,2019-03-31,Assets,Non-Current Assets,Net Loans,530947904
Bank BCA,2019-03-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),908666
Bank BCA,2019-03-31,Equities,Retained Earnings,Retained Earnings,141634685
Bank BCA,2019-03-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5548977
Bank BCA,2019-03-31,Equities,"Other Equity, Total",Other Equity,5548977
Bank BCA,2019-03-31,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2019-03-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",5796274
Bank BCA,2019-03-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2019-03-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,605161
Bank BCA,2019-03-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",1489636
Bank BCA,2019-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,6850825
Bank BCA,2019-03-31,Liabilities,Current Liabilities,Total Short Term Borrowings,70445
Bank BCA,2019-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,6850825
Bank BCA,2019-03-31,Liabilities,Current Liabilities,Accrued Expenses,15494597
Bank BCA,2019-03-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2019-03-31,Liabilities,Current Liabilities,Total Deposits,640113330
Bank BCA,2018-12-31,Assets,"Other Assets, Total",Other Assets,23343693
Bank BCA,2018-12-31,Assets,Fixed Assets,"Goodwill, Net",167625
Bank BCA,2018-12-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",19336901
Bank BCA,2018-12-31,Assets,Current Assets,Cash and Due from Banks,105420501
Bank BCA,2018-12-31,Assets,Current Assets,Other Earning Assets,194596556
Bank BCA,2018-12-31,Assets,Fixed Assets,"Other Long Term Assets, Total",3147666
Bank BCA,2018-12-31,Assets,Non-Current Assets,Net Loans,537142396
Bank BCA,2018-12-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),-132647
Bank BCA,2018-12-31,Equities,Retained Earnings,Retained Earnings,135570246
Bank BCA,2018-12-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5548977
Bank BCA,2018-12-31,Equities,"Other Equity, Total",Other Equity,5548977
Bank BCA,2018-12-31,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2018-12-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",5843486
Bank BCA,2018-12-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2018-12-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,731145
Bank BCA,2018-12-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",1165336
Bank BCA,2018-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,6594991
Bank BCA,2018-12-31,Liabilities,Current Liabilities,Total Short Term Borrowings,48111
Bank BCA,2018-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,6594991
Bank BCA,2018-12-31,Liabilities,Current Liabilities,Accrued Expenses,15025822
Bank BCA,2018-12-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2018-12-31,Liabilities,Current Liabilities,Total Deposits,641523561
Bank BCA,2018-09-30,Assets,"Other Assets, Total",Other Assets,20123579
Bank BCA,2018-09-30,Assets,Fixed Assets,"Goodwill, Net",167347
Bank BCA,2018-09-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",16715097
Bank BCA,2018-09-30,Assets,Current Assets,Cash and Due from Banks,102333136
Bank BCA,2018-09-30,Assets,Current Assets,Other Earning Assets,209260444
Bank BCA,2018-09-30,Assets,Fixed Assets,"Other Long Term Assets, Total",3179622
Bank BCA,2018-09-30,Assets,Non-Current Assets,Net Loans,513602776
Bank BCA,2018-09-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),-467698
Bank BCA,2018-09-30,Equities,Retained Earnings,Retained Earnings,129996873
Bank BCA,2018-09-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5548977
Bank BCA,2018-09-30,Equities,"Other Equity, Total",Other Equity,5548977
Bank BCA,2018-09-30,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2018-09-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",6473612
Bank BCA,2018-09-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2018-09-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,774201
Bank BCA,2018-09-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",1120808
Bank BCA,2018-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,8728178
Bank BCA,2018-09-30,Liabilities,Current Liabilities,Total Short Term Borrowings,34865
Bank BCA,2018-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,8728178
Bank BCA,2018-09-30,Liabilities,Current Liabilities,Accrued Expenses,12575770
Bank BCA,2018-09-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2018-09-30,Liabilities,Current Liabilities,Total Deposits,624092144
Bank BCA,2018-06-30,Assets,"Other Assets, Total",Other Assets,17082556
Bank BCA,2018-06-30,Assets,Fixed Assets,"Goodwill, Net",167347
Bank BCA,2018-06-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",16811900
Bank BCA,2018-06-30,Assets,Current Assets,Cash and Due from Banks,107620396
Bank BCA,2018-06-30,Assets,Current Assets,Other Earning Assets,218516515
Bank BCA,2018-06-30,Assets,Fixed Assets,"Other Long Term Assets, Total",3141489
Bank BCA,2018-06-30,Assets,Non-Current Assets,Net Loans,493238422
Bank BCA,2018-06-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),-217500
Bank BCA,2018-06-30,Equities,Retained Earnings,Retained Earnings,122909813
Bank BCA,2018-06-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5548977
Bank BCA,2018-06-30,Equities,"Other Equity, Total",Other Equity,5548977
Bank BCA,2018-06-30,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2018-06-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",5258732
Bank BCA,2018-06-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2018-06-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,317257
Bank BCA,2018-06-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",637378
Bank BCA,2018-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,7921300
Bank BCA,2018-06-30,Liabilities,Current Liabilities,Total Short Term Borrowings,194595
Bank BCA,2018-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,7921300
Bank BCA,2018-06-30,Liabilities,Current Liabilities,Accrued Expenses,12857580
Bank BCA,2018-06-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2018-06-30,Liabilities,Current Liabilities,Total Deposits,625824218
Bank BCA,2018-03-31,Assets,"Other Assets, Total",Other Assets,16373947
Bank BCA,2018-03-31,Assets,Fixed Assets,"Goodwill, Net",167347
Bank BCA,2018-03-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",16874656
Bank BCA,2018-03-31,Assets,Current Assets,Cash and Due from Banks,83992691
Bank BCA,2018-03-31,Assets,Current Assets,Other Earning Assets,256690189
Bank BCA,2018-03-31,Assets,Fixed Assets,"Other Long Term Assets, Total",2923623
Bank BCA,2018-03-31,Assets,Non-Current Assets,Net Loans,468623457
Bank BCA,2018-03-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),1008413
Bank BCA,2018-03-31,Equities,Retained Earnings,Retained Earnings,121311519
Bank BCA,2018-03-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5548977
Bank BCA,2018-03-31,Equities,"Other Equity, Total",Other Equity,5548977
Bank BCA,2018-03-31,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2018-03-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",5812748
Bank BCA,2018-03-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2018-03-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,569687
Bank BCA,2018-03-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",579013
Bank BCA,2018-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,6685975
Bank BCA,2018-03-31,Liabilities,Current Liabilities,Total Short Term Borrowings,178052
Bank BCA,2018-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,6685975
Bank BCA,2018-03-31,Liabilities,Current Liabilities,Accrued Expenses,12861782
Bank BCA,2018-03-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2018-03-31,Liabilities,Current Liabilities,Total Deposits,595034765
Bank BCA,2017-12-31,Assets,"Other Assets, Total",Other Assets,18596833
Bank BCA,2017-12-31,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2017-12-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",16868949
Bank BCA,2017-12-31,Assets,Current Assets,Cash and Due from Banks,88290295
Bank BCA,2017-12-31,Assets,Current Assets,Other Earning Assets,147102116
Bank BCA,2017-12-31,Assets,Fixed Assets,"Other Long Term Assets, Total",3219241
Bank BCA,2017-12-31,Assets,Non-Current Assets,Net Loans,467079695
Bank BCA,2017-12-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),1274336
Bank BCA,2017-12-31,Equities,Retained Earnings,Retained Earnings,115999707
Bank BCA,2017-12-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5548977
Bank BCA,2017-12-31,Equities,"Other Equity, Total",Other Equity,5548977
Bank BCA,2017-12-31,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2017-12-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",5800477
Bank BCA,2017-12-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2017-12-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,592336
Bank BCA,2017-12-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",147398
Bank BCA,2017-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,6560126
Bank BCA,2017-12-31,Liabilities,Current Liabilities,Total Short Term Borrowings,96225
Bank BCA,2017-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,6560126
Bank BCA,2017-12-31,Liabilities,Current Liabilities,Accrued Expenses,11332381
Bank BCA,2017-12-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2017-12-31,Liabilities,Current Liabilities,Total Deposits,591330269
Bank BCA,2017-09-30,Assets,"Other Assets, Total",Other Assets,13828373
Bank BCA,2017-09-30,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2017-09-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",16775300
Bank BCA,2017-09-30,Assets,Current Assets,Cash and Due from Banks,89429068
Bank BCA,2017-09-30,Assets,Current Assets,Other Earning Assets,128546468
Bank BCA,2017-09-30,Assets,Fixed Assets,"Other Long Term Assets, Total",3051627
Bank BCA,2017-09-30,Assets,Non-Current Assets,Net Loans,438599112
Bank BCA,2017-09-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),1145458
Bank BCA,2017-09-30,Equities,Retained Earnings,Retained Earnings,112140462
Bank BCA,2017-09-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5549468
Bank BCA,2017-09-30,Equities,"Other Equity, Total",Other Equity,5549468
Bank BCA,2017-09-30,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2017-09-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",5662979
Bank BCA,2017-09-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2017-09-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,673331
Bank BCA,2017-09-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",563853
Bank BCA,2017-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,5787333
Bank BCA,2017-09-30,Liabilities,Current Liabilities,Total Short Term Borrowings,487343
Bank BCA,2017-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,5787333
Bank BCA,2017-09-30,Liabilities,Current Liabilities,Accrued Expenses,10294775
Bank BCA,2017-09-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2017-09-30,Liabilities,Current Liabilities,Total Deposits,586260114
Bank BCA,2017-06-30,Assets,"Other Assets, Total",Other Assets,21970222
Bank BCA,2017-06-30,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2017-06-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",16813183
Bank BCA,2017-06-30,Assets,Current Assets,Cash and Due from Banks,118265883
Bank BCA,2017-06-30,Assets,Current Assets,Other Earning Assets,141786918
Bank BCA,2017-06-30,Assets,Fixed Assets,"Other Long Term Assets, Total",3121374
Bank BCA,2017-06-30,Assets,Non-Current Assets,Net Loans,432775230
Bank BCA,2017-06-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),734794
Bank BCA,2017-06-30,Equities,Retained Earnings,Retained Earnings,105833520
Bank BCA,2017-06-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5564552
Bank BCA,2017-06-30,Equities,"Other Equity, Total",Other Equity,5564552
Bank BCA,2017-06-30,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2017-06-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",5625034
Bank BCA,2017-06-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2017-06-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,657136
Bank BCA,2017-06-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",237158
Bank BCA,2017-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,5867854
Bank BCA,2017-06-30,Liabilities,Current Liabilities,Total Short Term Borrowings,153009
Bank BCA,2017-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,5867854
Bank BCA,2017-06-30,Liabilities,Current Liabilities,Accrued Expenses,17746123
Bank BCA,2017-06-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2017-06-30,Liabilities,Current Liabilities,Total Deposits,584610889
Bank BCA,2017-03-31,Assets,"Other Assets, Total",Other Assets,13071807
Bank BCA,2017-03-31,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2017-03-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",16820017
Bank BCA,2017-03-31,Assets,Current Assets,Cash and Due from Banks,85866875
Bank BCA,2017-03-31,Assets,Current Assets,Other Earning Assets,142987440
Bank BCA,2017-03-31,Assets,Fixed Assets,"Other Long Term Assets, Total",3259880
Bank BCA,2017-03-31,Assets,Non-Current Assets,Net Loans,408628620
Bank BCA,2017-03-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),593556
Bank BCA,2017-03-31,Equities,Retained Earnings,Retained Earnings,103493232
Bank BCA,2017-03-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5564552
Bank BCA,2017-03-31,Equities,"Other Equity, Total",Other Equity,5564552
Bank BCA,2017-03-31,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2017-03-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",4902050
Bank BCA,2017-03-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2017-03-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,706773
Bank BCA,2017-03-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",250353
Bank BCA,2017-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,6048967
Bank BCA,2017-03-31,Liabilities,Current Liabilities,Total Short Term Borrowings,149991
Bank BCA,2017-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,6048967
Bank BCA,2017-03-31,Liabilities,Current Liabilities,Accrued Expenses,11382937
Bank BCA,2017-03-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2017-03-31,Liabilities,Current Liabilities,Total Deposits,543681902
Bank BCA,2016-12-31,Assets,"Other Assets, Total",Other Assets,13098569
Bank BCA,2016-12-31,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2016-12-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",16990835
Bank BCA,2016-12-31,Assets,Current Assets,Cash and Due from Banks,104370627
Bank BCA,2016-12-31,Assets,Current Assets,Other Earning Assets,121138565
Bank BCA,2016-12-31,Assets,Fixed Assets,"Other Long Term Assets, Total",3548734
Bank BCA,2016-12-31,Assets,Non-Current Assets,Net Loans,415179073
Bank BCA,2016-12-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),-131961
Bank BCA,2016-12-31,Equities,Retained Earnings,Retained Earnings,98513798
Bank BCA,2016-12-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5564552
Bank BCA,2016-12-31,Equities,"Other Equity, Total",Other Equity,5564552
Bank BCA,2016-12-31,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2016-12-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",4187148
Bank BCA,2016-12-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2016-12-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,999256
Bank BCA,2016-12-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",163682
Bank BCA,2016-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,6292276
Bank BCA,2016-12-31,Liabilities,Current Liabilities,Total Short Term Borrowings,134748
Bank BCA,2016-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,6292276
Bank BCA,2016-12-31,Liabilities,Current Liabilities,Accrued Expenses,9258788
Bank BCA,2016-12-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2016-12-31,Liabilities,Current Liabilities,Total Deposits,538866329
Bank BCA,2016-09-30,Assets,"Other Assets, Total",Other Assets,12041734
Bank BCA,2016-09-30,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2016-09-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",16093322
Bank BCA,2016-09-30,Assets,Current Assets,Cash and Due from Banks,96352210
Bank BCA,2016-09-30,Assets,Current Assets,Other Earning Assets,170351290
Bank BCA,2016-09-30,Assets,Fixed Assets,"Other Long Term Assets, Total",3158054
Bank BCA,2016-09-30,Assets,Non-Current Assets,Net Loans,386080142
Bank BCA,2016-09-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),672891
Bank BCA,2016-09-30,Equities,Retained Earnings,Retained Earnings,94540388
Bank BCA,2016-09-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5564552
Bank BCA,2016-09-30,Equities,"Other Equity, Total",Other Equity,5564552
Bank BCA,2016-09-30,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2016-09-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",4114047
Bank BCA,2016-09-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2016-09-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,949733
Bank BCA,2016-09-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",514887
Bank BCA,2016-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,6851418
Bank BCA,2016-09-30,Liabilities,Current Liabilities,Total Short Term Borrowings,25013965
Bank BCA,2016-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,6851418
Bank BCA,2016-09-30,Liabilities,Current Liabilities,Accrued Expenses,8933593
Bank BCA,2016-09-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2016-09-30,Liabilities,Current Liabilities,Total Deposits,500692797
Bank BCA,2016-06-30,Assets,"Other Assets, Total",Other Assets,13415198
Bank BCA,2016-06-30,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2016-06-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",16142610
Bank BCA,2016-06-30,Assets,Current Assets,Cash and Due from Banks,89807809
Bank BCA,2016-06-30,Assets,Current Assets,Other Earning Assets,111135998
Bank BCA,2016-06-30,Assets,Fixed Assets,"Other Long Term Assets, Total",3143967
Bank BCA,2016-06-30,Assets,Non-Current Assets,Net Loans,387982996
Bank BCA,2016-06-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),357312
Bank BCA,2016-06-30,Equities,Retained Earnings,Retained Earnings,88989510
Bank BCA,2016-06-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5564552
Bank BCA,2016-06-30,Equities,"Other Equity, Total",Other Equity,5564552
Bank BCA,2016-06-30,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2016-06-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",3770894
Bank BCA,2016-06-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2016-06-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,1377460
Bank BCA,2016-06-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",273673
Bank BCA,2016-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,6811892
Bank BCA,2016-06-30,Liabilities,Current Liabilities,Total Short Term Borrowings,132116
Bank BCA,2016-06-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,6811892
Bank BCA,2016-06-30,Liabilities,Current Liabilities,Accrued Expenses,8817383
Bank BCA,2016-06-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2016-06-30,Liabilities,Current Liabilities,Total Deposits,497899952
Bank BCA,2016-03-31,Assets,"Other Assets, Total",Other Assets,11516252
Bank BCA,2016-03-31,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2016-03-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",16078338
Bank BCA,2016-03-31,Assets,Current Assets,Cash and Due from Banks,79184966
Bank BCA,2016-03-31,Assets,Current Assets,Other Earning Assets,103079999
Bank BCA,2016-03-31,Assets,Fixed Assets,"Other Long Term Assets, Total",3211086
Bank BCA,2016-03-31,Assets,Non-Current Assets,Net Loans,374626347
Bank BCA,2016-03-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),320757
Bank BCA,2016-03-31,Equities,Retained Earnings,Retained Earnings,86509715
Bank BCA,2016-03-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5564552
Bank BCA,2016-03-31,Equities,"Other Equity, Total",Other Equity,5564552
Bank BCA,2016-03-31,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2016-03-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",3532354
Bank BCA,2016-03-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2016-03-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,1101179
Bank BCA,2016-03-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",360431
Bank BCA,2016-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,6915662
Bank BCA,2016-03-31,Liabilities,Current Liabilities,Total Short Term Borrowings,132608
Bank BCA,2016-03-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,6915662
Bank BCA,2016-03-31,Liabilities,Current Liabilities,Accrued Expenses,9820222
Bank BCA,2016-03-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2016-03-31,Liabilities,Current Liabilities,Total Deposits,477099687
Bank BCA,2015-12-31,Assets,"Other Assets, Total",Other Assets,11160644
Bank BCA,2015-12-31,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2015-12-31,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",9712021
Bank BCA,2015-12-31,Assets,Current Assets,Cash and Due from Banks,120322060
Bank BCA,2015-12-31,Assets,Current Assets,Other Earning Assets,60342898
Bank BCA,2015-12-31,Assets,Fixed Assets,"Other Long Term Assets, Total",3225988
Bank BCA,2015-12-31,Assets,Non-Current Assets,Net Loans,389132662
Bank BCA,2015-12-31,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),-103499
Bank BCA,2015-12-31,Equities,Retained Earnings,Retained Earnings,82002399
Bank BCA,2015-12-31,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5564552
Bank BCA,2015-12-31,Equities,"Other Equity, Total",Other Equity,5564552
Bank BCA,2015-12-31,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2015-12-31,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",4374939
Bank BCA,2015-12-31,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2015-12-31,Liabilities,Non-Current Liabilities,Total Long Term Debt,1614722
Bank BCA,2015-12-31,Liabilities,Current Liabilities,"Other Current Liabilities, Total",251091
Bank BCA,2015-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,6929079
Bank BCA,2015-12-31,Liabilities,Current Liabilities,Total Short Term Borrowings,38602
Bank BCA,2015-12-31,Liabilities,Non-Current Liabilities,Other Liabilities Total,6929079
Bank BCA,2015-12-31,Liabilities,Current Liabilities,Accrued Expenses,7613476
Bank BCA,2015-12-31,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2015-12-31,Liabilities,Current Liabilities,Total Deposits,480976341
Bank BCA,2015-09-30,Assets,"Other Assets, Total",Other Assets,10812795
Bank BCA,2015-09-30,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2015-09-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",9357867
Bank BCA,2015-09-30,Assets,Current Assets,Cash and Due from Banks,115099499
Bank BCA,2015-09-30,Assets,Current Assets,Other Earning Assets,63574203
Bank BCA,2015-09-30,Assets,Fixed Assets,"Other Long Term Assets, Total",2952213
Bank BCA,2015-09-30,Assets,Non-Current Assets,Net Loans,367005820
Bank BCA,2015-09-30,Equities,Unrealized Gain (Loss),Unrealized Gain (Loss),-54334
Bank BCA,2015-09-30,Equities,Retained Earnings,Retained Earnings,78557828
Bank BCA,2015-09-30,Equities,Additional Paid-In Capital,Additional Paid-In Capital,5564552
Bank BCA,2015-09-30,Equities,"Other Equity, Total",Other Equity,5564552
Bank BCA,2015-09-30,Equities,"Common Stock, Total",Common Stock,1540938
Bank BCA,2015-09-30,Liabilities,Current Liabilities,"Other Bearing Liabilities, Total",3952699
Bank BCA,2015-09-30,Liabilities,Non-Current Liabilities,Deferred Income Tax,0
Bank BCA,2015-09-30,Liabilities,Non-Current Liabilities,Total Long Term Debt,2208735
Bank BCA,2015-09-30,Liabilities,Current Liabilities,"Other Current Liabilities, Total",493031
Bank BCA,2015-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,9171310
Bank BCA,2015-09-30,Liabilities,Current Liabilities,Total Short Term Borrowings,128919
Bank BCA,2015-09-30,Liabilities,Non-Current Liabilities,Other Liabilities Total,9171310
Bank BCA,2015-09-30,Liabilities,Current Liabilities,Accrued Expenses,7977255
Bank BCA,2015-09-30,Liabilities,Current Liabilities,Accounts Payable,0
Bank BCA,2015-09-30,Liabilities,Current Liabilities,Total Deposits,471899333
Bank BCA,2015-06-30,Assets,"Other Assets, Total",Other Assets,11208996
Bank BCA,2015-06-30,Assets,Fixed Assets,"Goodwill, Net",0
Bank BCA,2015-06-30,Assets,Fixed Assets,"Property/Plant/Equipment, Total - Net",8979735
Bank BCA,2015-06-30,Assets,Current Assets,Cash and Due from Banks,112060628
Bank BCA,2015-06-30,Assets,Current Assets,Other Earning Assets,64638084
